Day,Date,NO_CWV,NO_LB1,NO_LB2,NO_LB3,NO_LB4,NO_NDM_Total,NO_DM,NO_Interruptible,NO_Shrinkage,NO_Total_Throughput,NO_Billing_CV,NE_CWV,NE_LB1,NE_LB2,NE_LB3,NE_LB4,NE_NDM_Total,NE_DM,NE_Interruptible,NE_Shrinkage,NE_Total_Throughput,NE_Billing_CV,LB1,LB2,LB3,LB4,NDM_Total,DM,Interruptible,Shrinkage,Total_Throughput
Tuesday,15-January-13,-0.19,106090.05,14158.59,12915.67,7895.27,141059.58,33453.607,0,568.795,175081.982,39.9,-0.17,130408.69,20094.71,15012.92,10956.52,176472.838,29307.858,0,710.521,206491.217,39.7,236498.74,34253.3,27928.59,18851.79,317532.418,62761.465,0,1279.316,381573.199
Wednesday,16-January-13,-1.66,114187.95,15175.7,13793.4,8227.73,151384.781,35484.875,0,568.795,187438.451,39.9,-0.71,142644.2,21937.31,16227.05,11562.7,192371.255,28095.972,0,710.521,221177.748,39.7,256832.15,37113.01,30020.45,19790.43,343756.036,63580.847,0,1279.316,408616.199
Thursday,17-January-13,-2.41,118324.4,15691.39,14241.76,8397.46,156655.006,34864.482,0,568.795,192088.283,40,-1.7,144197.92,22171.68,16382.64,11639.48,194391.711,26584.536,0,710.521,221686.768,39.7,262522.32,37863.06,30624.4,20036.94,351046.717,61449.018,0,1279.316,413775.051
Friday,18-January-13,-2.15,118020.02,14205.57,12490.8,7208.41,151924.806,30885.828,0,568.795,183379.429,40.1,-2.3,149048.9,20858.25,14847.91,10202.21,194957.272,24030.77,0,710.521,219698.563,39.7,267068.92,35063.82,27338.71,17410.63,346882.078,54916.598,0,1279.316,403077.992
Saturday,19-January-13,-1.11,117096.31,10249.71,9194.29,5576.01,142116.318,27763.282,0,568.795,170448.395,40.1,-0.46,146691.59,15456.98,11003.61,7541.99,180694.157,22491.704,0,710.521,203896.382,39.8,263787.9,25706.69,20197.9,13118,322810.475,50254.986,0,1279.316,374344.777
Sunday,20-January-13,-0.84,114660.73,10590.49,9610.29,5942.76,140804.265,27612.542,0,568.795,168985.602,40.2,-0.27,141886.72,14684.06,10838.93,7956.76,175366.474,22926.649,0,710.521,199003.644,39.8,256547.45,25274.55,20449.21,13899.52,316170.739,50539.191,0,1279.316,367989.246
Monday,21-January-13,-0.98,113997.86,15144.31,13772.32,8219.97,151134.455,34569.197,0,568.795,186272.447,40.2,0.52,138328.1,21284.34,15799.82,11348.55,186760.808,28384.493,0,710.521,215855.822,39.7,252325.96,36428.65,29572.14,19568.52,337895.263,62953.69,0,1279.316,402128.269
Tuesday,22-January-13,0.45,107781.63,14360.73,13098.72,7965.08,143206.15,31648.431,0,568.795,175423.376,40.1,0.66,128303.51,19772.35,14804.61,10851.33,173731.799,29664.44,0,710.521,204106.76,39.8,236085.14,34133.08,27903.33,18816.41,316937.949,61312.871,0,1279.316,379530.136
Wednesday,23-January-13,0.41,104028.6,13886.19,12687.24,7811.05,138413.076,30532.618,0,568.795,169514.489,39.9,0.7,129084.08,19888.81,14882.6,10863.92,174719.409,29208.872,0,710.521,204638.802,39.9,233112.68,33775,27569.84,18674.96,313132.485,59741.49,0,1279.316,374153.291
Thursday,24-January-13,0.22,104398.7,13933.32,12727.33,7826.21,138885.559,28695.27,0,568.795,168149.624,39.9,0.61,127577.93,19661.58,14724.7,10790.08,172754.287,30081.609,0,710.521,203546.417,39.8,231976.63,33594.9,27452.03,18616.29,311639.846,58776.879,0,1279.316,371696.041
Friday,25-January-13,-0.89,118624.36,14265.79,12547.06,7229.47,152666.68,29200.233,0,568.795,182435.708,39.7,-0.95,144161.7,20190.09,14371.82,9956.83,188680.44,24207.732,0,710.521,213598.693,39.8,262786.06,34455.87,26918.88,17186.31,341347.12,53407.965,0,1279.316,396034.401
Saturday,26-January-13,0.76,104379.5,9201.24,8305.59,5221.22,127107.551,24339.003,0,568.795,152015.349,39.7,0.95,123081.49,13025.36,9407.04,6747.68,152261.566,24493.222,0,710.521,177465.309,39.6,227460.99,22226.6,17712.63,11968.9,279369.117,48832.225,0,1279.316,329480.658
Sunday,27-January-13,1.34,94690.62,8854.52,8113.94,5345.18,117004.264,25310.851,0,568.795,142883.91,39.6,1.69,112200.17,11681.24,8808.72,6913.8,139603.912,25415.999,0,710.521,165730.432,39.6,206890.79,20535.76,16922.66,12258.97,256608.176,50726.85,0,1279.316,308614.342
Monday,28-January-13,2.49,94769.71,12717.87,11671.97,7430.83,126590.376,30036.993,0,568.795,157196.164,39.6,3.03,113651.33,17564.31,13305.28,10106.41,154627.333,27578.555,0,710.521,182916.409,39.6,208421.04,30282.18,24977.25,17537.24,281217.709,57615.548,0,1279.316,340112.573
Tuesday,29-January-13,3.93,81505.58,11052.45,10233.44,6924.47,109715.936,29812.985,0,568.795,140097.716,39.6,5.38,91998.13,14293.91,11162.44,9037.29,126491.769,26643.624,0,710.521,153845.914,39.6,173503.71,25346.36,21395.88,15961.76,236207.705,56456.609,0,1279.316,293943.63
Wednesday,30-January-13,3.28,83777.76,11341.02,10494.19,7016.96,112629.928,29965.11,0,568.795,143163.833,39.7,4.17,97511.26,15126.29,11709.93,9309.76,133657.231,27140.344,0,710.521,161508.096,39.6,181289.01,26467.32,22204.12,16326.71,246287.159,57105.454,0,1279.316,304671.929
Thursday,31-January-13,3.15,84923.41,11486.67,10618.85,7064.12,114093.051,30705.038,0,568.795,145366.884,39.7,4.17,101253.62,15689.38,12080.76,9495.46,138519.217,26720.179,0,710.521,165949.917,39.6,186177.03,27176.05,22699.61,16559.58,252612.268,57425.217,0,1279.316,311316.801
Friday,01-February-13,2.98,85918.41,10565.32,9433.41,6119.58,112036.716,34245.885,0,568.795,146851.396,39.7,3.56,103857.71,14648.21,10866.34,8261.94,137634.194,27839.245,0,710.521,166183.96,39.6,189776.12,25213.53,20299.75,14381.52,249670.91,62085.13,0,1279.316,313035.356
Saturday,02-February-13,1.96,98170.64,8703.73,7865.64,5069.18,119809.185,31510.568,0,568.795,151888.548,39.7,2.19,118770.65,12576.64,9136.47,6609.08,147092.838,25740.03,0,710.521,173543.389,39.6,216941.29,21280.37,17002.11,11678.26,266902.023,57250.598,0,1279.316,325431.937
Sunday,03-February-13,3,89368.42,8404.82,7709.88,5212.11,110695.229,32394.838,0,568.795,143658.862,39.7,4.25,112603,11717.52,8849.01,6926.78,140096.31,25634.008,0,710.521,166440.839,39.6,201971.42,20122.34,16558.89,12138.89,250791.539,58028.846,0,1279.316,310099.701
Monday,04-February-13,1.59,89506.08,12074.53,11106.4,7252.35,119939.359,36131.837,0,568.795,156639.991,39.8,2.68,106256.82,16443.97,12591.28,9742.38,145034.455,29398.404,0,710.521,175143.38,39.6,195762.9,28518.51,23697.68,16994.73,264973.814,65530.241,0,1279.316,331783.371
Tuesday,05-February-13,1.26,98992.26,13267.78,12139.7,7638.83,132038.566,33864.932,0,568.795,166472.293,39.8,2.1,119514.73,18444.07,13911.35,10394.95,162265.102,29982.424,0,710.521,192958.047,39.6,218507,31711.85,26051.05,18033.77,294303.668,63847.356,0,1279.316,359430.34
Wednesday,06-February-13,1.51,98905.75,13258.54,12130.22,7635.46,131929.971,33316.704,0,568.795,165815.47,39.8,1.14,119375.94,18425.18,13897.6,10388.37,162087.082,29429.607,0,710.521,192227.21,39.6,218281.69,31683.72,26027.81,18023.83,294017.053,62746.311,0,1279.316,358042.68
Thursday,07-February-13,1.42,99302.79,13310.47,12173.01,7651.53,132437.794,28337.011,0,568.795,161343.6,39.9,2.03,120617.97,18616.91,14020.41,10449.22,163704.509,29489.965,0,710.521,193904.995,39.7,219920.76,31927.38,26193.42,18100.75,296142.303,57826.976,0,1279.316,355248.595
Friday,08-February-13,1.81,95033.76,11601.61,10302.58,6437.24,123375.188,28772.418,0,568.795,152716.401,39.8,1.83,119490.09,16798.29,12259.63,8898.6,157446.593,29026.415,0,710.521,187183.529,39.8,214523.85,28399.9,22562.21,15335.83,280821.781,57798.833,0,1279.316,339899.93
Saturday,09-February-13,2.49,91206.71,8131.21,7379.71,4876.4,111594.029,26289.465,0,568.795,138452.289,39.8,2.49,114885.7,12179.31,8894.41,6472.23,142431.642,27315.125,0,710.521,170457.288,39.7,206092.41,20310.52,16274.12,11348.63,254025.671,53604.59,0,1279.316,308909.577
Sunday,10-February-13,1.44,99713.75,9300.9,8487.31,5517.18,123019.143,25902.284,0,568.795,149490.222,39.9,0.8,127513.37,13229.28,9867.73,7418.69,158029.066,28080.616,0,710.521,186820.203,39.7,227227.13,22530.18,18355.04,12935.87,281048.209,53982.9,0,1279.316,336310.425
Monday,11-February-13,1.49,97803.2,13120.8,12020.31,7588.14,130532.45,27677.814,0,568.795,158779.059,39.8,1.33,122532.24,18898.62,14234.47,10515.26,166180.585,30647.88,0,710.521,197538.986,39.7,220335.44,32019.42,26254.78,18103.4,296713.035,58325.694,0,1279.316,356318.045
Tuesday,12-February-13,1.75,99197.81,13299.63,12181.94,7644.4,132323.779,27995.098,0,568.795,160887.672,39.7,1.95,123163.6,18998.64,14296.87,10546.07,167005.174,30781.701,0,710.521,198497.396,39.7,222361.42,32298.27,26478.81,18190.46,299328.953,58776.799,0,1279.316,359385.068
Wednesday,13-February-13,0.65,113453.25,15096.5,13729.7,8222.03,150501.483,30531.94,0,568.795,181602.218,39.8,-0.53,134461.26,20702.44,15416.63,11099.87,181680.202,30763.339,0,710.521,213154.062,39.7,247914.51,35798.95,29146.33,19321.9,332181.685,61295.279,0,1279.316,394756.28
Thursday,14-February-13,2.4,90695.56,12233.41,11254.9,7297.72,121481.588,27786.645,0,568.795,149837.028,39.8,2.59,108489.54,16788.58,12840.1,9823.12,147941.341,28870.244,0,710.521,177522.106,39.7,199185.1,29021.99,24095,17120.84,269422.929,56656.889,0,1279.316,327359.134
Friday,15-February-13,3.2,83334.72,10282.7,9196.84,6027.59,108841.845,25951.368,0,568.795,135362.008,39.9,3.65,99222.82,14019.1,10481.96,8043.03,131766.91,27425.526,0,710.521,159902.957,39.8,182557.54,24301.79,19678.8,14070.62,240608.755,53376.894,0,1279.316,295264.965
Saturday,16-February-13,4.29,79044.14,7141.43,6531,4539.54,97256.117,23641.737,0,568.795,121466.649,39.9,3.68,98371.6,10480.94,7799.58,5943.31,122595.421,25965.37,0,710.521,149271.312,39.7,177415.74,17622.38,14330.58,10482.85,219851.538,49607.107,0,1279.316,270737.961
Sunday,17-February-13,3.9,78018.36,7428.22,6863.54,4873.88,97184.001,24065.655,0,568.795,121818.451,39.9,3.25,98693.15,10315.97,7926.73,6440.03,123375.878,25851.045,0,710.521,149937.444,39.6,176711.52,17744.19,14790.27,11313.9,220559.879,49916.7,0,1279.316,271755.895
Monday,18-February-13,3.16,84350.69,11443.79,10542.06,7039.32,113375.857,29032.296,0,568.795,142976.948,39.8,2.72,103096.25,15980.5,12324.11,9556.86,140957.721,30223.941,0,710.521,171892.183,39.6,187446.95,27424.29,22866.17,16596.17,254333.578,59256.237,0,1279.316,314869.131
Tuesday,19-February-13,3.01,88652.74,11988.11,11008.82,7215.22,118864.889,29385.817,0,568.795,148819.501,40,2.47,100840.75,15641.01,12104.57,9445.26,138031.593,32332.242,0,710.521,171074.356,39.6,189493.49,27629.13,23113.4,16660.47,256896.482,61718.059,0,1279.316,319893.857
Wednesday,20-February-13,2.07,92867.41,12518.07,11465.88,7387.31,124238.669,30505.611,0,568.795,155313.075,39.8,1.27,117523.84,18162.17,13763.37,10267.05,159716.423,28836.552,0,710.521,189263.496,39.7,210391.24,30680.24,25229.25,17654.36,283955.092,59342.163,0,1279.316,344576.571
Thursday,21-February-13,1.8,99101.97,13302.79,12142.04,7641.27,132188.072,27255.251,0,568.795,160012.118,39.8,1.9,124283.05,19184.1,14435.27,10599.62,168502.051,30215.717,0,710.521,199428.289,39.7,223385.02,32486.9,26577.32,18240.89,300690.123,57470.968,0,1279.316,359440.407
Friday,22-February-13,1.71,103081.07,12536.27,11059.99,6703.78,133381.103,25628.156,0,568.795,159578.054,39.7,1.55,130744.38,18356.08,13252.49,9369.3,171722.257,29723.731,0,710.521,202156.509,39.7,233825.45,30892.35,24312.48,16073.08,305103.36,55351.887,0,1279.316,361734.563
Saturday,23-February-13,1.47,106292.95,9384.42,8427.52,5279.09,129383.966,23679.146,0,568.795,153631.907,39.7,1.41,129545.81,13700.11,9871.23,6939.08,160056.23,29214.132,0,710.521,189980.883,39.7,235838.76,23084.53,18298.75,12218.16,289440.196,52893.278,0,1279.316,343612.79
Sunday,24-February-13,1.62,100190.74,9357.2,8515.41,5518.42,123581.764,24772.111,0,568.795,148922.67,39.7,1.64,127648.59,13252.46,9883.16,7421.69,158205.895,27340.319,0,710.521,186256.735,39.7,227839.33,22609.65,18398.57,12940.11,281787.659,52112.43,0,1279.316,335179.405
Monday,25-February-13,2.07,93647.67,12630.57,11528.36,7406.18,125212.768,25427.878,0,568.795,151209.441,39.9,2.59,118620.09,18318.77,13835.51,10321.18,161095.556,32391.104,0,710.521,194197.181,39.6,212267.76,30949.34,25363.86,17727.36,286308.324,57818.982,0,1279.316,345406.622
Tuesday,26-February-13,2.47,89965.68,12167.98,11131.03,7243.03,120507.711,23024.471,0,568.795,144100.977,40,2.75,116245.52,17963.95,13584.64,10205.49,157999.595,32972.15,0,710.521,191682.266,39.7,206211.19,30131.93,24715.68,17448.51,278507.306,55996.621,0,1279.316,335783.243
Wednesday,27-February-13,2.17,84633.18,11495.3,10554.11,7029.4,113711.985,24499.628,0,568.795,138780.408,40,3,101586.36,15749.96,12133.69,9484.52,138954.533,31809.513,0,710.521,171474.567,39.7,186219.54,27245.26,22687.8,16513.92,252666.518,56309.141,0,1279.316,310254.975
Thursday,28-February-13,3.12,83968.32,11415.33,10482.33,7003.22,112869.211,23535.729,0,568.795,136973.735,40,3.26,97666.04,15158.29,11745.64,9291.72,133861.693,29346.457,0,710.521,163918.671,39.7,181634.36,26573.62,22227.98,16294.94,246730.904,52882.186,0,1279.316,300892.406
Friday,01-March-13,3.04,83723.45,10346.84,9213.35,6033.49,109317.127,24056.128,0,568.795,133942.05,39.9,3.76,101573.37,14352.82,10646.39,8164.15,134736.727,29941.193,0,710.521,165388.441,39.7,185296.81,24699.66,19859.74,14197.64,244053.854,53997.321,0,1279.316,299330.491
Saturday,02-March-13,4.02,75081.83,6829.07,6238.71,4421.98,92571.591,18699.034,0,568.795,111839.42,39.9,4.56,93321.25,9968.17,7436.94,5795.98,116522.343,25688.296,0,710.521,142921.16,39.6,168403.09,16797.24,13675.65,10217.96,209093.934,44387.33,0,1279.316,254760.58
Sunday,03-March-13,4.74,75796.35,7248.85,6681.47,4800.13,94526.793,21374.939,0,568.795,116470.527,39.9,4.94,96116.81,10062.98,7722.79,6369.03,120271.602,25588.206,0,710.521,146570.329,39.7,171913.16,17311.82,14404.25,11169.16,214798.395,46963.145,0,1279.316,263040.856
Monday,04-March-13,3.17,85327.24,11583.39,10662.77,7042.53,114615.919,25515.448,0,568.795,140700.162,40,3.66,101823.39,15800.86,12131.96,9524.54,139280.742,29900.528,0,710.521,169891.791,39.7,187150.63,27384.25,22794.72,16567.07,253896.661,55415.976,0,1279.316,310591.953
Tuesday,05-March-13,3.29,81145.42,11055.36,10209.15,6876.09,109286.013,25428.831,0,568.795,135283.639,40.3,3.48,101482.47,15746.15,12098.55,9508.56,138835.729,30337.181,0,710.521,169883.431,39.6,182627.88,26801.52,22307.69,16384.65,248121.742,55766.012,0,1279.316,305167.07
Wednesday,06-March-13,3.27,85150.65,11563.42,10644.21,7037.2,114395.486,26284.581,0,568.795,141248.862,40.3,3.68,105459.79,16351.03,12492.07,9707.02,144009.902,29766.99,0,710.521,174487.413,39.8,190610.44,27914.45,23136.28,16744.22,258405.388,56051.571,0,1279.316,315736.275
Thursday,07-March-13,3.53,81662.48,11129.09,10264.47,6898.27,109954.308,26172.801,0,568.795,136695.904,40.2,4.21,97313.17,15122.78,11687.44,9303.61,133426.998,27536.431,0,710.521,161673.95,39.8,178975.65,26251.87,21951.91,16201.87,243381.306,53709.232,0,1279.316,298369.854
Friday,08-March-13,3.16,89925.17,11062.81,9822.45,6226.69,117037.108,24101.547,0,568.795,141707.45,40.2,3.98,106262.02,15010.02,11057.12,8366.64,140695.806,28062.866,0,710.521,169469.193,39.8,196187.19,26072.83,20879.57,14593.33,257732.914,52164.413,0,1279.316,311176.643
Saturday,09-March-13,2.38,97993.16,8721.13,7855.09,5028.23,119597.607,22747.702,0,568.795,142914.104,40.4,3.11,116627.42,12382.5,8973.86,6545.45,144529.224,26719.77,0,710.521,171959.515,40,214620.58,21103.63,16828.95,11573.68,264126.831,49467.472,0,1279.316,314873.619
Sunday,10-March-13,0.88,107178.44,9984.9,9048.19,5694.97,131906.495,23783.679,0,568.795,156258.969,40.5,0.57,130416.89,13548.5,10021.31,7539.1,161525.794,27336.093,0,710.521,189572.408,39.9,237595.33,23533.4,19069.5,13234.07,293432.289,51119.772,0,1279.316,345831.377
Monday,11-March-13,-0.02,112162.1,14977.64,13575.13,8129.27,148844.146,24016.076,0,568.795,173429.017,40.4,-1.04,136729.33,21085.86,15626.75,11206.84,184648.78,29998.717,0,710.521,215358.018,39.8,248891.44,36063.5,29201.88,19336.11,333492.926,54014.793,0,1279.316,388787.035
Tuesday,12-March-13,1.54,98863.95,13298.77,12131.32,7594.83,131888.871,21620.833,0,568.795,154078.499,40.4,1.01,122367.33,18917.53,14203.63,10505.03,165993.522,28994.339,0,710.521,195698.382,39.8,221231.29,32216.3,26334.95,18099.86,297882.393,50615.172,0,1279.316,349776.881
Wednesday,13-March-13,1.61,98359.53,13235.67,12076.52,7574.85,131246.563,20259.014,0,568.795,152074.372,40.4,0.89,116531.97,18033.54,13624.76,10219.47,158409.741,29111.357,0,710.521,188231.619,39.7,214891.5,31269.21,25701.28,17794.32,289656.304,49370.371,0,1279.316,340305.991
Thursday,14-March-13,2.4,89919.1,12169.66,11159.82,7234.77,120483.342,21473.239,0,568.795,142525.376,40.2,2.38,111672.63,17299.84,13143.23,9981.72,152097.418,29189.87,0,710.521,181997.809,40,201591.73,29469.49,24303.05,17216.49,272580.76,50663.109,0,1279.316,324523.185
Friday,15-March-13,3.23,86898.3,10718.52,9532.44,6134.83,113284.089,21132.665,0,568.795,134985.549,40.1,3.75,105938.06,14970.22,11047.97,8324.06,140280.296,28169.793,0,710.521,169160.61,39.7,192836.36,25688.74,20580.4,14458.88,253564.385,49302.458,0,1279.316,304146.159
Saturday,16-March-13,3.73,81712.57,7380.29,6712.87,4609.02,100414.742,19434.613,0,568.795,120418.15,40,4.44,100534.4,10724.24,7922.31,6004.27,125185.208,26633.717,0,710.521,152529.446,39.7,182246.97,18104.53,14635.17,10613.28,225599.95,46068.33,0,1279.316,272947.596
Sunday,17-March-13,3.63,84861.14,8043.36,7373.36,5071.22,105349.076,20936.661,0,568.795,126854.532,39.9,3.36,106829.95,11160.59,8453.29,6709.03,133152.862,26932.218,0,710.521,160795.601,39.7,191691.09,19203.95,15826.65,11780.25,238501.938,47868.879,0,1279.316,287650.133
Monday,18-March-13,2.23,96078.83,12952.43,11824.39,7484.97,128340.613,23014.618,0,568.795,151924.026,39.8,2.88,113896.77,17639.16,13348.95,10093.53,154978.411,29562.934,0,710.521,185251.866,39.7,209975.59,30591.59,25173.34,17578.5,283319.024,52577.552,0,1279.316,337175.892
Tuesday,19-March-13,2.64,94105.85,12707.92,11608.29,7404.45,125826.514,21936.278,0,568.795,148331.587,39.7,3.52,102500.32,15917.97,12219.41,9532.68,140170.384,28477.824,0,710.521,169358.729,39.6,196606.17,28625.89,23827.71,16937.13,265996.898,50414.102,0,1279.316,317690.316
Wednesday,20-March-13,2.25,99710.16,13416.52,12216.72,7630.91,132974.3,23249.803,0,568.795,156792.898,39.7,3.09,117409.47,18174.22,13699.25,10265.54,159548.486,29651.438,0,710.521,189910.445,39.6,217119.63,31590.74,25915.97,17896.45,292522.786,52901.241,0,1279.316,346703.343
Thursday,21-March-13,1.84,96698.32,13035.68,11890.06,7510.29,129134.347,23703.184,0,568.795,153406.326,40,1.7,116934.12,18104.2,13652.58,10243.27,158934.17,29236.385,0,710.521,188881.076,39.6,213632.44,31139.88,25542.64,17753.56,288068.517,52939.569,0,1279.316,342287.402
Friday,22-March-13,1,114363.57,13857.64,12138.29,7081.99,147441.483,22389.53,0,568.795,170399.808,40.1,0.32,141189.79,19827.91,14128.07,9801.45,184947.209,29265.953,0,710.521,214923.683,39.7,255553.35,33685.55,26266.35,16883.44,332388.692,51655.483,0,1279.316,385323.491
Saturday,23-March-13,0.82,122691.11,10759.92,9578.64,5735.61,148765.273,19090.446,0,568.795,168424.514,40,0.03,149154.6,15750.72,11132.48,7549.75,183587.544,28185.206,0,710.521,212483.271,39.8,271845.71,26510.64,20711.12,13285.35,332352.817,47275.652,0,1279.316,380907.785
Sunday,24-March-13,0.89,114796.16,10653.04,9615.22,5953.22,141017.641,18982.948,0,568.795,160569.384,40,0.27,141000.46,14630.66,10745.85,7861.77,174238.733,27638.926,0,710.521,202588.18,39.7,255796.62,25283.7,20361.08,13814.98,315256.374,46621.874,0,1279.316,363157.564
Monday,25-March-13,1.25,111428.87,14888.97,13489.14,8106.17,147913.15,21325.907,0,568.795,169807.852,39.9,1.08,132560.21,20466.67,15205.5,11011.61,179243.99,32453.333,0,710.521,212407.844,39.7,243989.08,35355.64,28694.64,19117.78,327157.14,53779.24,0,1279.316,382215.696
Tuesday,26-March-13,1.5,109252.9,14624.36,13254.26,8019.76,145151.279,20887.516,0,568.795,166607.59,39.7,1.68,127311.59,19689.48,14691.45,10755.89,172448.399,37744.519,0,710.521,210903.439,39.6,236564.49,34313.84,27945.71,18775.64,317599.678,58632.035,0,1279.316,377511.029
Wednesday,27-March-13,1.85,107120.46,13170.76,11751.38,7293.55,139336.146,20276.803,0,568.795,160181.744,39.8,1.82,130034.1,19148.56,14068.72,9878.25,173129.625,30928.132,0,710.521,204768.278,39.6,237154.56,32319.32,25820.1,17171.79,312465.771,51204.935,0,1279.316,364950.022
Thursday,28-March-13,2.39,95890.59,11877.33,10665.64,6881.03,125314.589,18783.713,0,568.795,144667.097,39.9,2.25,124396.06,18338.91,13545.55,9627.19,165907.705,30467.458,0,710.521,197085.684,39.7,220286.65,30216.24,24211.19,16508.22,291222.294,49251.171,0,1279.316,341752.781
Friday,29-March-13,2.52,95477.03,9867.23,8229.52,5187.74,118761.523,20224.691,0,568.795,139555.009,39.9,2.38,115136.19,16170.07,10206.25,6671.6,148184.111,26587.487,0,710.521,175482.119,39.6,210613.23,26037.3,18435.76,11859.35,266945.634,46812.178,0,1279.316,315037.128
Saturday,30-March-13,2.67,84120.21,7249.51,6205.48,4301.02,101876.216,18628.022,0,568.795,121073.033,39.8,2.61,105496.25,11808.42,7864.27,5514.4,130683.331,25579.222,0,710.521,156973.074,39.6,189616.46,19057.93,14069.74,9815.42,232559.547,44207.244,0,1279.316,278046.107
