Day,Date,NO_CWV,NO_LB1,NO_LB2,NO_LB3,NO_LB4,NO_NDM_Total,NO_DM,NO_Interruptible,NO_Shrinkage,NO_Total_Throughput,NO_Billing_CV,NE_CWV,NE_LB1,NE_LB2,NE_LB3,NE_LB4,NE_NDM_Total,NE_DM,NE_Interruptible,NE_Shrinkage,NE_Total_Throughput,NE_Billing_CV,LB1,LB2,LB3,LB4,NDM_Total,DM,Interruptible,Shrinkage,Total_Throughput
Tuesday,16-October-12,6.24,62558.07,8715.78,8165.14,6487.36,85926.349,27283.059,0,568.795,113778.203,40.7,8.33,71201.13,11191.56,9158.36,7974.36,99525.414,28717.958,0,710.521,128953.893,40,133759.2,19907.34,17323.5,14461.73,185451.763,56001.017,0,1279.316,242732.096
Wednesday,17-October-12,7.3,56037.77,7891.42,7461.68,6192.88,77583.758,27174.333,0,568.795,105326.886,40.5,9.99,59350.28,9398.12,7980.5,7376.28,84105.182,26855.774,0,710.521,111671.477,40.1,115388.06,17289.54,15442.19,13569.16,161688.94,54030.107,0,1279.316,216998.363
Thursday,18-October-12,8.38,46485.31,6686.73,6429.48,5757.51,65359.024,27476.427,0,568.795,93404.246,40.6,10.72,51938.24,8274.02,7239.24,6996.9,74448.396,26919.863,0,710.521,102078.78,40,98423.55,14960.75,13668.71,12754.41,139807.42,54396.29,0,1279.316,195483.026
Friday,19-October-12,8.47,45736.96,6015.02,5602.64,4932.89,62287.514,24202.274,0,568.795,87058.583,40.6,10.43,53535.8,7761.24,6483.42,6065.54,73845.993,26864.201,0,710.521,101420.715,39.9,99272.77,13776.26,12086.06,10998.43,136133.507,51066.475,0,1279.316,188479.298
Saturday,20-October-12,8.49,44120.51,4277.73,4065.58,3752.74,56216.555,25482.975,0,568.795,82268.325,40.4,9.89,52190.31,5732.63,4738.71,4407.36,67069.018,24474.871,0,710.521,92254.41,39.8,96310.82,10010.36,8804.3,8160.1,123285.573,49957.846,0,1279.316,174522.735
Sunday,21-October-12,8.39,45713.82,4629.87,4417.91,4108.83,58870.435,27088.227,0,568.795,86527.457,40.3,9.43,59571.15,6369.11,5290.97,5054.35,76285.581,24969.288,0,710.521,101965.39,39.7,105284.97,10998.98,9708.88,9163.18,135156.016,52057.515,0,1279.316,188492.847
Monday,22-October-12,8.26,50760.85,7224.75,6893.23,5922.36,70801.192,31394.779,0,568.795,102764.766,40.3,10.06,58925.11,9333.58,7931.46,7342.53,83532.682,26268.031,0,710.521,110511.234,39.7,109685.96,16558.33,14824.69,13264.89,154333.874,57662.81,0,1279.316,213276
Tuesday,23-October-12,8.86,46393.55,6671.79,6426.65,5722.67,65214.645,32536.415,0,568.795,98319.855,40.1,10.58,53179.89,8462.95,7356.88,7049.08,76048.804,26809.282,0,710.521,103568.607,39.4,99573.44,15134.74,13783.53,12771.74,141263.449,59345.697,0,1279.316,201888.462
Wednesday,24-October-12,8.38,49134.16,7017.05,6715.35,5845.12,68711.669,34682.02,0,568.795,103962.484,40.2,10.29,55725.48,8847.51,7610.09,7176.64,79359.712,26861.874,0,710.521,106932.107,39.6,104859.64,15864.55,14325.44,13021.75,148071.381,61543.894,0,1279.316,210894.591
Thursday,25-October-12,7.34,55744.59,7851.48,7429.46,6140.85,77166.375,33164.229,0,568.795,110899.399,40.2,8.87,63877.78,10080.3,8421.47,7586.51,89966.058,26851.865,0,710.521,117528.444,39.9,119622.36,17931.78,15850.93,13727.36,167132.433,60016.094,0,1279.316,228427.843
Friday,26-October-12,5.33,75745.8,9436.45,8436.69,6042.73,99661.67,34194.193,0,568.795,134424.658,40.1,6.27,85010.21,12091.37,9236.33,7395.4,113733.317,27113.266,0,710.521,141557.104,39.8,160756.01,21527.83,17673.02,13438.13,213394.987,61307.459,0,1279.316,275981.762
Saturday,27-October-12,4.68,80815.26,7296.54,6615.57,4827.47,99554.838,28155.375,0,568.795,128279.008,40.1,5.48,95520.89,10205.4,7598.22,5785.62,119110.125,26371.608,0,710.521,146192.254,39.8,176336.15,17501.94,14213.79,10613.09,218664.963,54526.983,0,1279.316,274471.262
Sunday,28-October-12,5.97,67876.71,6555.85,6068.24,4800.31,85301.108,26463.339,0,568.795,112333.242,40.1,6.38,85183.66,8964.73,7008.72,5919.62,107076.735,24943.416,0,710.521,132730.672,39.9,153060.37,15520.58,13076.96,10719.93,192377.843,51406.755,0,1279.316,245063.914
Monday,29-October-12,5.84,64172.02,8914.27,8339.87,6508.23,87934.392,30855.527,0,568.795,119358.714,40.2,7.26,75641.4,11862.71,9586.3,8165.43,105255.838,27856.021,0,710.521,133822.38,39.9,139813.42,20776.97,17926.18,14673.67,193190.23,58711.548,0,1279.316,253181.094
Tuesday,30-October-12,5.99,65504.85,9083.09,8482.77,6565.38,89636.087,31230.285,0,568.795,121435.167,40.2,6.77,79631.81,12465.65,9981.06,8361.28,110439.794,28475.633,0,710.521,139625.948,39.9,145136.65,21548.74,18463.82,14926.66,200075.881,59705.918,0,1279.316,261061.115
Wednesday,31-October-12,6.22,63873.41,8877.07,8305.96,6491.27,87547.698,31070.498,0,568.795,119186.991,40,7.13,77288.54,12113.29,9747.4,8242.91,107392.144,29000.264,0,710.521,137102.929,39.8,141161.95,20990.36,18053.36,14734.17,194939.842,60070.762,0,1279.316,256289.92
Thursday,01-November-12,5.13,66713.08,9235.19,8634.78,6606.73,91189.778,31161.861,0,568.795,122920.434,40,5.94,81715.61,12785.9,10164.83,8492.73,113159.067,28983.256,0,710.521,142852.844,39.7,148428.69,22021.09,18799.61,15099.46,204348.845,60145.117,0,1279.316,265773.278
Friday,02-November-12,4.89,75340.71,9388.94,8429.5,6008.13,99167.285,33648.917,0,568.795,133384.997,40,5.61,85988.77,12234.23,9298.43,7455.5,114976.935,27647.496,0,710.521,143334.952,39.6,161329.48,21623.18,17727.93,13463.64,214144.22,61296.413,0,1279.316,276719.949
Saturday,03-November-12,4.35,78644.08,7117.65,6490.65,4747.38,96999.754,32588.355,0,568.795,130156.904,39.9,4.96,95775.38,10239.25,7598.05,5812.07,119424.751,26076.974,0,710.521,146212.246,39.7,174419.46,17356.89,14088.7,10559.45,216424.505,58665.329,0,1279.316,276369.15
Sunday,04-November-12,3.55,86783.05,8199.61,7504.33,5378.75,107865.731,33088.019,0,568.795,141522.545,40,4.31,107989.42,11285.13,8519.57,6710.09,134504.204,26469.587,0,710.521,161684.312,39.7,194772.47,19484.74,16023.89,12088.84,242369.935,59557.606,0,1279.316,303206.857
Monday,05-November-12,3.55,81945.8,11158.52,10286.85,7260.31,110651.481,31500.054,0,568.795,142720.33,40,4.74,96749.86,15055.26,11647.73,9228.06,132680.903,28695.071,0,710.521,162086.495,39.7,178695.66,26213.78,21934.57,16488.38,243332.384,60195.125,0,1279.316,304806.825
Tuesday,06-November-12,4.94,76772.21,10502.16,9735.79,7033.92,104044.078,31769.55,0,568.795,136382.423,40,5.61,94997.32,14789.62,11473.15,9139.31,130399.4,28944.265,0,710.521,160054.186,39.7,171769.53,25291.78,21208.94,16173.23,234443.478,60713.815,0,1279.316,296436.609
Wednesday,07-November-12,6.11,65083.58,9024.84,8476.72,6522.94,89108.075,32486.784,0,568.795,122163.654,40.1,6.7,81845.68,12803.66,10176.74,8485.67,113311.747,27367.513,0,710.521,141389.781,39.7,146929.26,21828.49,18653.46,15008.6,202419.822,59854.297,0,1279.316,263553.435
Thursday,08-November-12,6.37,61739.86,8607.11,8130.84,6135.41,84613.215,34582.545,0,568.795,86561.346,40,7.36,73249.58,11502.06,9323.45,8055.55,102130.639,28602.668,0,710.521,105758.784,39.7,134989.44,20109.17,17454.29,14190.96,186743.854,63185.213,0,1279.316,192320.13
Friday,09-November-12,6.61,65015.23,8212.26,7476.37,5367.52,86071.382,31304.988,0,568.795,117945.165,39.9,7.35,77628.51,11079.19,8563.48,7092.6,104363.783,25938.244,0,710.521,131012.548,39.7,142643.74,19291.45,16039.85,12460.13,190435.165,57243.232,0,1279.316,248957.713
Saturday,10-November-12,5.59,67507.45,6203.29,5733.97,4202.12,83646.824,29263.969,0,568.795,113479.588,39.9,6.67,80856.97,8695.53,6614.05,5334.2,101500.752,23591.654,0,710.521,125802.927,39.6,148364.42,14898.82,12348.01,9536.32,185147.576,52855.623,0,1279.316,239282.515
Sunday,11-November-12,4.85,73477.99,7044.88,6534.11,4723.01,91779.976,30033.014,0,568.795,122381.785,40,5.98,85120.28,8962.42,6986.38,5932,107001.069,24048.712,0,710.521,131760.302,39.6,158598.27,16007.29,13520.48,10655.01,198781.045,54081.726,0,1279.316,254142.087
Monday,12-November-12,5.98,71051.19,9779.38,9140.56,6490.24,96461.364,30931.581,0,568.795,127961.74,39.9,6.95,80666.78,12621.26,10048.75,8417.67,111754.459,29024.755,0,710.521,141489.735,39.6,151717.97,22400.64,19189.31,14907.9,208215.823,59956.336,0,1279.316,269451.475
Tuesday,13-November-12,7.66,57094.85,8017.46,7621.65,5902.62,78636.574,32140.969,0,568.795,111346.338,40,8.47,66129.04,10421.16,8595.61,7689.55,92835.359,25387.662,0,710.521,118933.542,39.6,123223.89,18438.61,16217.26,13592.17,171471.933,57528.631,0,1279.316,230279.88
Wednesday,14-November-12,7.87,53195.81,7524.85,7196.07,5735.33,73652.066,32842.241,0,568.795,107063.102,40.1,8.74,63154.88,9970.14,8331.02,7581.25,89037.285,26311.21,0,710.521,116059.016,39.6,116350.69,17494.99,15527.1,13316.57,162689.351,59153.451,0,1279.316,223122.118
Thursday,15-November-12,7.42,54726.31,7715.83,7361.7,5832.88,75636.717,32690.927,0,568.795,108896.439,40,7.14,66139.01,10422.18,8626.88,7731.34,92919.404,26928.053,0,710.521,120557.978,39.7,120865.31,18138.01,15988.58,13564.23,168556.121,59618.98,0,1279.316,229454.417
Friday,16-November-12,6.6,64432.82,8141.93,7416.46,5372.38,85363.592,31440.575,0,568.795,117372.962,39.8,6.58,78534.79,11201.96,8659.46,7224.03,105620.242,26977.135,0,710.521,133307.898,39.6,142967.61,19343.89,16075.92,12596.42,190983.834,58417.71,0,1279.316,250680.86
Saturday,17-November-12,5.14,68580.58,6289.27,5814.86,4254.85,84939.564,27593.523,0,568.795,113101.882,39.9,5.8,82883.8,8903.88,6763.4,5474.89,104025.971,24699.303,0,710.521,129435.795,39.6,151464.39,15193.14,12578.27,9729.74,188965.535,52292.826,0,1279.316,242537.677
Sunday,18-November-12,4.67,78232.89,7455.66,6897.49,4889.81,97475.853,30332.827,0,568.795,128377.475,39.9,4.73,92909.94,9751.42,7525.95,6279.33,116466.635,25153.591,0,710.521,142330.747,39.6,171142.84,17207.08,14423.44,11169.14,213942.488,55486.418,0,1279.316,270708.222
Monday,19-November-12,5.81,74227.8,10168.23,9493.14,6647.28,100536.443,30493.179,0,568.795,131598.417,39.9,5.99,86235.33,13446.18,10619.69,8799.12,119100.316,27412.066,0,710.521,147222.903,39.6,160463.13,23614.41,20112.83,15446.4,219636.759,57905.245,0,1279.316,278821.32
Tuesday,20-November-12,6.84,60111.14,8384.73,7954.56,6054.94,82505.361,28891.06,0,568.795,111965.216,40.1,7.89,67954.57,10682.62,8802.34,7877.3,95316.824,26893.8,0,710.521,122921.145,39.5,128065.71,19067.35,16756.89,13932.24,177822.185,55784.86,0,1279.316,234886.361
Wednesday,21-November-12,5.94,66022.3,9133,8597.52,6302.5,90055.322,28543.31,0,568.795,119167.427,40.2,6.21,80278.51,12543.78,10022.58,8498.45,111343.32,27299.662,0,710.521,139353.503,39.6,146300.8,21676.78,18620.1,14800.95,201398.642,55842.972,0,1279.316,258520.93
Thursday,22-November-12,5.89,68950.68,9502.43,8916.01,6424.78,93793.897,29003.176,0,568.795,123365.868,40.1,6.99,79386.18,12410.1,9933.42,8452.66,110182.356,28292.872,0,710.521,139185.749,39.6,148336.85,21912.53,18849.43,14877.44,203976.253,57296.048,0,1279.316,262551.617
Friday,23-November-12,4.85,72237.4,9021.36,8173.7,5645.39,95077.841,29201.208,0,568.795,124847.844,39.9,6.08,84544.14,12015.2,9175.41,7476.58,113211.332,27945.698,0,710.521,141867.551,39.6,156781.54,21036.56,17349.12,13121.96,208289.173,57146.906,0,1279.316,266715.395
Saturday,24-November-12,3.64,85785.75,7696.53,7025.33,4734.17,105241.781,30472.977,0,568.795,136283.553,39.9,4.79,101870.01,10853.19,8010.22,6085.5,126818.914,25276.951,0,710.521,152806.386,39.6,187655.75,18549.72,15035.55,10819.67,232060.695,55749.928,0,1279.316,289089.939
Sunday,25-November-12,3.91,79279.98,7538.38,6980.02,4919.46,98717.834,34735.928,0,568.795,134022.557,40,5.3,95954.31,10049.52,7722.86,6382.08,120108.767,22944.892,0,710.521,143764.18,39.7,175234.29,17587.9,14702.88,11301.54,218826.601,57680.82,0,1279.316,277786.737
Monday,26-November-12,3.8,79565.59,10839.64,10077.92,6864.02,107347.156,35840.609,0,568.795,143756.56,40,5.63,90716.38,14121.67,11034.04,9017.84,124889.92,23593.471,0,710.521,149193.912,39.7,170281.96,24961.31,21111.96,15881.85,232237.076,59434.08,0,1279.316,292950.472
Tuesday,27-November-12,3.99,79056.42,10779.91,10022.31,6842.5,106701.127,34859.532,0,568.795,142129.454,40,4.68,93180.05,14487.86,11269.09,9156.34,128093.343,23808.254,0,710.521,152612.118,39.8,172236.47,25267.77,21291.4,15998.83,234794.47,58667.786,0,1279.316,294741.572
Wednesday,28-November-12,2.9,86989.84,11779.55,10884.35,7170.89,116824.629,36031.494,0,568.795,153424.918,39.9,3.8,101981.33,15818.16,12166.58,9598.7,139564.772,24632.024,0,710.521,164907.317,39.7,188971.17,27597.7,23050.93,16769.6,256389.401,60663.518,0,1279.316,318332.235
Thursday,29-November-12,1.62,95171.17,12820.06,11773.56,7508.53,127273.319,36419.331,0,568.795,164261.445,39.8,2.64,109733.89,16997.72,12934.34,9987.54,149653.494,25878.645,0,710.521,176242.66,39.6,204905.07,29817.78,24707.89,17496.07,276926.813,62297.976,0,1279.316,340504.105
Friday,30-November-12,0.77,105344,12808.38,11322.43,6808.97,136283.775,35142.465,0,568.795,171995.035,39.8,1.5,121984.45,17165.7,12447.21,9065.72,160663.089,25388.233,0,710.521,186761.843,39.6,227328.45,29974.08,23769.64,15874.69,296946.864,60530.698,0,1279.316,358756.878
Saturday,01-December-12,0.69,103640.51,9183.27,8245.44,5267.47,126336.683,32471.076,0,568.795,159376.554,39.8,1.13,121765.15,12910.56,9328.95,6741.28,150745.94,23366.542,0,710.521,174823.003,39.6,225405.65,22093.83,17574.39,12008.75,277082.623,55837.618,0,1279.316,334199.557
Sunday,02-December-12,0.43,106325.03,9908.07,8976.91,5767.19,130977.198,32398.944,0,568.795,163944.937,39.8,1.44,124886.22,12985.51,9669.81,7381.34,154922.875,23869.667,0,710.521,179503.063,39.6,231211.25,22893.57,18646.72,13148.53,285900.073,56268.611,0,1279.316,343448
Monday,03-December-12,0.5,96340.84,12978.17,11854.25,7596.78,128770.038,34897.193,0,568.795,164236.026,39.8,2.27,109625.07,16982,12922.85,9936.78,149466.7,27243.162,0,710.521,177420.383,39.5,205965.91,29960.17,24777.1,17533.56,278236.738,62140.355,0,1279.316,341656.409
Tuesday,04-December-12,1.2,93819.72,12660.66,11589.84,7490.76,125560.976,35515.723,0,568.795,161645.494,39.8,2.35,108629.28,16830.69,12851.24,9885.32,148196.527,28242.787,0,710.521,177149.835,39.6,202449,29491.35,24441.08,17376.08,273757.503,63758.51,0,1279.316,338795.329
Wednesday,05-December-12,0.12,108147.62,14468.35,13141.06,8088.83,143845.851,28336.156,0,568.795,172750.802,39.8,0.16,121551.68,18781.61,14132.48,10529.42,164995.2,30838.036,0,710.521,196543.757,39.5,229699.3,33249.96,27273.54,18618.25,308841.051,59174.192,0,1279.316,369294.559
Thursday,06-December-12,1.08,109561.57,14646.35,13293.96,8147.43,145649.313,28447.236,0,568.795,174665.344,39.9,0.75,129675.48,20014.16,14937.38,10933,175560.021,29570.654,0,710.521,205841.196,39.7,239237.05,34660.51,28231.34,19080.43,321209.334,58017.89,0,1279.316,380506.54
Friday,07-December-12,1.52,99647.15,12158.48,10730.29,6650.25,129186.175,29454.252,0,568.795,159209.222,40,1.57,118821.82,16737.17,12201.64,8925.44,156686.067,29176.014,0,710.521,186572.602,39.7,218468.97,28895.65,22931.93,15575.69,285872.242,58630.266,0,1279.316,345781.824
Saturday,08-December-12,2.06,95932.17,8541.54,7699.22,5048.36,117221.287,29381.023,0,568.795,147171.105,40,3.07,111659.29,11869.53,8682.37,6409.6,138620.791,26727.723,0,710.521,166059.035,39.7,207591.46,20411.08,16381.59,11457.96,255842.078,56108.746,0,1279.316,313230.14
Sunday,09-December-12,2.27,89681.73,8452.93,7724,5260.57,111119.213,29741.305,0,568.795,141429.313,39.9,3.04,105440.9,11016.36,8384.49,6706.55,131548.299,26758.859,0,710.521,159017.679,39.7,195122.63,19469.29,16108.49,11967.11,242667.512,56500.164,0,1279.316,300446.992
Monday,10-December-12,2.12,95539.15,12861.61,11755.66,7560.87,127717.295,34971.812,0,568.795,163257.902,40,2.3,114358.26,17702.72,13429.04,10165.65,155655.665,29007.208,0,710.521,185373.394,39.7,209897.41,30564.33,25184.7,17726.52,283372.96,63979.02,0,1279.316,348631.296
Tuesday,11-December-12,1.18,101347.5,13592.86,12375.02,7803.23,135118.6,33089.497,0,568.795,168776.892,40.1,1.63,120176.12,18585.19,14006.63,10455.11,163223.049,30960.681,0,710.521,194894.251,39.7,221523.62,32178.05,26381.65,18258.33,298341.649,64050.178,0,1279.316,363671.143
Wednesday,12-December-12,0.77,106801.04,14277.1,12963.04,8029.55,142070.729,33083.51,0,568.795,175723.034,40.2,0.43,130177.86,20082.9,14992.29,10947.26,176200.312,31540.444,0,710.521,208451.277,39.8,236978.9,34360,27955.33,18976.82,318271.041,64623.954,0,1279.316,384174.311
Thursday,13-December-12,0.26,109889.79,14663.59,13296.49,8157.42,146007.289,35965.804,0,568.795,182541.888,40,-0.51,136552.12,21043.01,15623.63,11263.51,184482.269,30370.201,0,710.521,215562.991,39.8,246441.91,35706.6,28920.11,19420.94,330489.558,66336.005,0,1279.316,398104.879
Friday,14-December-12,0.79,101970.14,12410.03,10927.74,6729.87,132037.78,34886.76,0,568.795,167493.335,39.9,0.49,125656.33,17667.63,12796.19,9209.15,165329.304,26008.596,0,710.521,192048.421,39.7,227626.47,30077.66,23723.93,15939.03,297367.084,60895.356,0,1279.316,359541.756
Saturday,15-December-12,2.76,86145.08,7727.59,7002.92,4769.08,105644.656,33837.422,0,568.795,140050.873,39.9,3.2,105043.25,11178.95,8241.17,6189.35,130652.72,24631.85,0,710.521,155995.091,39.7,191188.33,18906.53,15244.09,10958.43,236297.376,58469.272,0,1279.316,296045.964
Sunday,16-December-12,3.3,84338.66,7979.55,7310.94,5096.08,104725.226,35597.085,0,568.795,140891.106,39.8,3.29,103781.29,10841.24,8269.93,6644.14,129536.597,26225.585,0,710.521,156472.703,39.8,188119.95,18820.79,15580.86,11740.22,234261.823,61822.67,0,1279.316,297363.809
Monday,17-December-12,3.23,81828.16,11122.44,10242.93,6979.47,110172.988,36106.379,0,568.795,146848.162,39.8,3.81,99788.98,15491.96,11974.68,9428.73,136684.351,28081.164,0,710.521,165476.036,39.5,181617.14,26614.4,22217.61,16408.19,246857.339,64187.543,0,1279.316,312324.198
Tuesday,18-December-12,3.57,78806.17,10744.8,9937.67,6765.54,106254.184,29920.218,0,568.795,136743.197,39.9,4.15,97042.22,15075.9,11698.16,9291.05,133107.318,28128.501,0,710.521,161946.34,39.5,175848.39,25820.7,21635.83,16056.59,239361.502,58048.719,0,1279.316,298689.537
Wednesday,19-December-12,3.16,83184.24,11294.89,10410.92,6945.86,111835.905,33130.312,0,568.795,145535.012,39.8,3.33,102174.38,15850.61,12207.92,9547.35,139780.263,27684.807,0,710.521,168175.591,39.6,185358.61,27145.5,22618.84,16493.21,251616.168,60815.119,0,1279.316,313710.603
Thursday,20-December-12,2.78,88142.85,11916.99,10936.9,7150.63,118147.36,33125.533,0,568.795,151841.688,39.7,3.3,105513.47,16351.23,12539.51,9713.96,144118.171,27639.786,0,710.521,172468.478,39.7,193656.31,28268.22,23476.41,16864.59,262265.531,60765.319,0,1279.316,324310.166
Friday,21-December-12,3.46,83300.63,9713.72,9007.31,5770.66,107792.316,29634.416,0,568.795,137995.527,39.7,4.34,96333.44,14276.89,10618.74,7727.69,128956.751,25663.829,0,710.521,155331.101,39.7,179634.06,23990.61,19626.04,13498.35,236749.067,55298.245,0,1279.316,293326.628
Saturday,22-December-12,3.73,80161.59,8005.15,6967.54,4007.93,99142.203,26636.89,0,568.795,126347.888,39.6,4.75,94278.66,10812.18,7787.77,5157.6,118036.204,22222.463,0,710.521,140969.188,39.6,174440.25,18817.33,14755.3,9165.53,217178.407,48859.353,0,1279.316,267317.076
Sunday,23-December-12,3.92,75817.77,7526.75,6573.95,3870.05,93788.531,24981.253,0,568.795,119338.579,39.6,4.66,88601.54,10006.94,7281.62,4938.37,110828.469,21033.894,0,710.521,132572.884,39.6,164419.31,17533.69,13855.57,8808.42,204617,46015.147,0,1279.316,251911.463
Monday,24-December-12,4.15,78286.42,8511.93,7471.64,4122.58,98392.569,20305.38,0,568.795,119266.744,39.4,4.4,94700.21,12266.89,8747.04,5357.58,121071.722,19850.943,0,710.521,141633.186,39.5,172986.63,20778.82,16218.67,9480.17,219464.291,40156.323,0,1279.316,260899.93
Tuesday,25-December-12,3.27,78240.01,6885.56,6043.22,3319.71,94488.501,22927.37,0,568.795,117984.666,39.5,4.17,93441.34,9517.38,6986.86,4252.86,114198.437,18947.706,0,710.521,133856.664,39.3,171681.35,16402.93,13030.08,7572.58,208686.938,41875.076,0,1279.316,251841.33
Wednesday,26-December-12,3.6,78775.16,7996.06,6972.57,4004.67,97748.455,26524.139,0,568.795,124841.389,39.7,4.34,95698.12,11081.88,7960.8,5159,119899.802,19009.379,0,710.521,139619.702,39.6,174473.28,19077.94,14933.36,9163.67,217648.257,45533.518,0,1279.316,264461.091
Thursday,27-December-12,2.42,87918.35,9470.91,8277.14,4376.26,110042.658,28008.198,0,568.795,138619.651,39.8,3.56,104016.11,13440.59,9482.03,5668.52,132607.25,20318.809,0,710.521,153636.58,39.7,191934.45,22911.5,17759.18,10044.78,242649.908,48327.007,0,1279.316,292256.231
Friday,28-December-12,4.26,81225.48,8658.94,7607.91,4154.12,101646.441,27103.77,0,568.795,129319.006,39.9,5.2,93395.39,11940.57,8549.73,5291.91,119177.595,19647.057,0,710.521,139535.173,39.5,174620.86,20599.51,16157.63,9446.03,220824.036,46750.827,0,1279.316,268854.179
Saturday,29-December-12,3.94,72982.54,7341.52,6445.6,3808.02,90577.689,26272.275,0,568.795,117418.759,40,5.47,85751.61,9857.76,7195.17,4846.54,107651.083,19805.994,0,710.521,128167.598,39.8,158734.16,17199.28,13640.78,8654.57,198228.772,46078.269,0,1279.316,245586.357
Sunday,30-December-12,3.56,83176.71,8184.97,7142.51,4050.35,102554.548,25397.568,0,568.795,128520.911,39.9,4.58,100495.29,11303.84,8105.27,5235.28,125139.673,20103.386,0,710.521,145953.58,39.8,183672,19488.81,15247.78,9285.63,227694.221,45500.954,0,1279.316,274474.491
Monday,31-December-12,3.74,75972.73,8278.28,7293.59,4049.79,95594.38,25041.308,0,568.795,121204.483,39.8,5.33,90182.1,11691.92,8401.49,5230.85,115506.369,19935.811,0,710.521,136152.701,39.7,166154.84,19970.2,15695.08,9280.64,211100.749,44977.119,0,1279.316,257357.184
Tuesday,01-January-13,3.03,83614.3,8443.09,7369.87,4145.99,103573.247,25811.261,0,568.795,129953.303,39.8,4.42,100418.88,11607.62,8301.76,5402.79,125731.047,20192.503,0,710.521,146634.071,39.6,184033.18,20050.71,15671.63,9548.78,229304.294,46003.764,0,1279.316,276587.374
Wednesday,02-January-13,4.58,76135.73,9982.32,9202.9,6063.14,101384.096,29700.707,0,568.795,131653.598,39.9,5.41,92533.19,14087.69,10931.92,8597.17,126149.965,24363.674,0,710.521,151224.16,39.6,168668.92,24070.01,20134.82,14660.31,227534.061,54064.381,0,1279.316,282877.758
Thursday,03-January-13,5.85,63646.8,8471.59,7907.75,5590,85616.123,29765.472,0,568.795,115950.39,39.9,6.97,77178.98,11815.33,9438.05,7858.49,106290.852,26143.861,0,710.521,133145.234,39.6,140825.78,20286.91,17345.8,13448.48,191906.975,55909.333,0,1279.316,249095.624
Friday,04-January-13,5.64,64115.77,8390.79,7838.41,5564.82,85909.798,28998.319,0,568.795,115476.912,39.9,6.65,78700.01,11881.44,9476.71,7879.99,107938.156,24983.457,0,710.521,133632.134,39.8,142815.78,20272.23,17315.13,13444.82,193847.954,53981.776,0,1279.316,249109.046
Saturday,05-January-13,5.84,69014.61,6311.4,5830.45,4233.22,85389.672,28298.934,0,568.795,114257.401,39.8,6.95,79929.65,8576.95,6575.91,5404.17,100486.684,23335.411,0,710.521,124532.616,39.7,148944.26,14888.35,12406.36,9637.39,185876.356,51634.345,0,1279.316,238790.017
Sunday,06-January-13,5.41,71681.78,6871.6,6390.16,4655.72,89599.265,27953.575,0,568.795,118121.635,39.8,6.15,82651.63,8689.5,6845.37,5949.87,104136.359,23418.066,0,710.521,128264.946,39.6,154333.4,15561.1,13235.53,10605.59,193735.624,51371.641,0,1279.316,246386.581
Monday,07-January-13,5.86,67381.37,9290.53,8718.34,6294.64,91684.884,31107.639,0,568.795,123361.318,39.8,6.23,80302.37,12532.36,10030.6,8504.55,111369.872,26083.556,0,710.521,138163.949,39.7,147683.74,21822.88,18748.94,14799.19,203054.756,57191.195,0,1279.316,261525.267
Tuesday,08-January-13,5.75,64902.67,8976.94,8447.81,6190.82,88518.23,29182.345,0,568.795,118269.37,39.9,6.38,75587.46,11822.13,9564.53,8219.26,105193.376,27686.588,0,710.521,133590.485,39.6,140490.12,20799.07,18012.34,14410.08,193711.606,56868.933,0,1279.316,251859.855
Wednesday,09-January-13,3.94,78900.23,10738.87,9968.18,6773.8,106381.073,30645.019,0,568.795,137594.887,39.8,4.28,94382.18,14660.44,11435.85,9163.26,129641.731,27768.092,0,710.521,158120.344,39.6,173282.41,25399.31,21404.03,15937.06,236022.804,58413.111,0,1279.316,295715.231
Thursday,10-January-13,3.2,85084.58,11516.05,10639.35,7029.84,114269.82,30733.774,0,568.795,145572.389,39.8,3.34,105997.99,16412.36,12590.78,9743.44,144744.562,26582.627,0,710.521,172037.71,39.6,191082.56,27928.41,23230.13,16773.28,259014.382,57316.401,0,1279.316,317610.099
Friday,11-January-13,2.78,86658.82,10648.71,9513.64,6106.36,112927.523,31027.991,0,568.795,144524.309,39.8,3.21,108550.44,15297.29,11298.24,8479.89,143625.87,25009.675,0,710.521,169346.066,39.6,195209.26,25946,20811.89,14586.25,256553.393,56037.666,0,1279.316,313870.375
Saturday,12-January-13,1.86,93700.02,8335.93,7557.99,4923.08,114517.026,29428.075,0,568.795,144513.896,39.8,2.1,118030.39,12504.2,9104.27,6612.81,146251.662,24065.106,0,710.521,171027.289,39.6,211730.4,20840.13,16662.26,11535.89,260768.688,53493.181,0,1279.316,315541.185
Sunday,13-January-13,1.32,99509.9,9283.23,8476.08,5489.37,122758.581,30788.555,0,568.795,154115.931,39.9,1.66,122010.48,12673.56,9500.28,7274.01,151458.327,25349.723,0,710.521,177518.571,39.6,221520.38,21956.79,17976.36,12763.38,274216.908,56138.278,0,1279.316,331634.502
Monday,14-January-13,0.74,102799.62,13746.15,12560.86,7760.17,136866.798,33175.769,0,568.795,170611.362,40,0.56,125057.89,19286.58,14482.92,10691.12,169518.505,28192.208,0,710.521,198421.234,39.7,227857.51,33032.73,27043.78,18451.29,306385.303,61367.977,0,1279.316,369032.596
